t,wp_idx,des_q1,des_q2,leader_q1,leader_q2,leader_dq1,leader_dq2,foll_q1,foll_q2,foll_dq1,foll_dq2
2.56,0,0.0,0.0,2.042590048196865e-11,3.740257110531197e-11,1.593733825466792e-14,2.90878432451791e-14,2.0385690092613035e-11,3.7362097373117906e-11,1.5806366632231672e-14,2.914335439641036e-14
2.58,0,0.0,0.0,2.0426591181636245e-11,3.740383609342622e-11,1.4800227016165124e-14,2.7033930649622562e-14,2.0386374804015197e-11,3.736335977996363e-11,1.465320920157609e-14,2.6992297286199118e-14
2.6,0,0.0,0.0,2.04272436011609e-11,3.7405030665645135e-11,1.392766110774879e-14,2.550737399076297e-14,2.038702151803434e-11,3.7364552062347554e-11,1.3825312422666158e-14,2.5479618415147343e-14
2.62,0,0.0,0.0,2.0427870241393665e-11,3.7406177706440807e-11,1.2072808031060589e-14,2.2037927038809357e-14,2.038764241286295e-11,3.736569678555267e-11,1.1929693344292502e-14,2.2010171463193728e-14
2.64,0,0.0,0.0,2.0428471706451974e-11,3.740727888114779e-11,1.0247878934332988e-14,1.8721135752741702e-14,2.0388238438262122e-11,3.7366795670424666e-11,1.0164178526617107e-14,1.8721135752741702e-14
2.66,0,0.0,0.0,2.042902885279492e-11,3.740829912059628e-11,1.073533623108247e-14,1.9720336474904343e-14,2.038879047844652e-11,3.736781366167152e-11,1.0669850419864346e-14,1.9595436384634013e-14
2.68,0,0.0,0.0,2.042954463335554e-11,3.740924376773455e-11,1.1244911252150658e-14,2.055300374337321e-14,2.0389301510635314e-11,3.7368756143874905e-11,1.1140394162723055e-14,2.0608514894604468e-14
2.7,0,0.0,0.0,2.0430043153851254e-11,3.7410156773516633e-11,9.400032835449323e-15,1.7194579093882112e-14,2.0389795286662325e-11,3.736966684594421e-11,9.31806715120942e-15,1.7166823518266483e-14
2.72,0,0.0,0.0,2.043050429972968e-11,3.7411001556093867e-11,9.88271964263987e-15,1.8166024240429124e-14,2.039025198644449e-11,3.7370509532975487e-11,9.77126365930836e-15,1.8096635301390052e-14
2.74,0,0.0,0.0,2.0430955231122596e-11,3.74118272012017e-11,7.713447935930873e-15,1.4072076837123859e-14,2.039069203201392e-11,3.737132125866215e-11,8.307157045583935e-15,1.529332216421153e-14
2.7600000000000002,0,0.0,0.0,2.0431372994602645e-11,3.741259200608778e-11,8.048249566794397e-15,1.4779844015322396e-14,2.0391106169054552e-11,3.737208478679177e-11,7.970620691244434e-15,1.472433286409114e-14
2.7800000000000002,0,0.0,0.0,2.043176080157668e-11,3.7413301993712015e-11,8.308891769059912e-15,1.5237811012980274e-14,2.0391490307522116e-11,3.737279363643742e-11,8.229094489164979e-15,1.519617764955683e-14
2.8000000000000003,0,0.0,0.0,2.0432133274028866e-11,3.741398414249392e-11,7.183489914019958e-15,1.3100631690576847e-14,2.0391859415478117e-11,3.7373474674996296e-11,7.135785018430596e-15,1.304512053934559e-14
2.82,0,0.0,0.0,2.04324846587488e-11,3.74146277387813e-11,6.764120513702565e-15,1.2351231148954867e-14,2.0392207606572136e-11,3.737411716106064e-11,6.7459059172048086e-15,1.2420620087993939e-14
2.84,0,0.0,0.0,2.0432816422878857e-11,3.741523529445373e-11,6.382915029856662e-15,1.1726730697603216e-14,2.0392536300675313e-11,3.737472350936555e-11,6.369037242048847e-15,1.1712852909795402e-14
2.86,0,0.0,0.0,2.0433124426935144e-11,3.7415799426528106e-11,6.6101638052096234e-15,1.2087553180606392e-14,2.0392841284144346e-11,3.737528644795019e-11,6.493937332319177e-15,1.2059797604990763e-14
2.88,0,0.0,0.0,2.043341551049865e-11,3.7416332472357806e-11,6.231126725708691e-15,1.136590821460004e-14,2.039312963855413e-11,3.7375818466823606e-11,6.168676680573526e-15,1.1352030426792226e-14
2.9,0,0.0,0.0,2.0433695769821338e-11,3.7416845464784126e-11,5.239298578318952e-15,9.672818102046676e-15,2.0393407173493604e-11,3.7376330404538035e-11,5.272692005231505e-15,9.686695889854491e-15
2.92,0,0.0,0.0,2.0433954348136347e-11,3.741731879449289e-11,5.629611360413733e-15,1.0394463068053028e-14,2.039366307556397e-11,3.7376802846068384e-11,5.613998849129942e-15,1.0311196341206141e-14
2.94,0,0.0,0.0,2.043420342103407e-11,3.741777502676706e-11,4.784801027613028e-15,8.756884106730922e-15,2.039390968819012e-11,3.7377258106897415e-11,4.724519386822834e-15,8.784639682346551e-15
2.96,0,0.0,0.0,2.043442974173236e-11,3.74181893064887e-11,5.541140463138916e-15,1.008915173628111e-14,2.0394133662674918e-11,3.737767159558516e-11,5.4691494388858786e-15,1.0130785099704553e-14
2.98,0,0.0,0.0,2.043464865559509e-11,3.741859037455635e-11,4.6542630860457734e-15,8.604228440844963e-15,2.0394345811549766e-11,3.737806331002382e-11,5.117867935000575e-15,9.43689570931383e-15
3.0,1,0.6,-0.4,2.0434854745080838e-11,3.741896785038472e-11,4.479923376710104e-15,8.215650382226158e-15,2.039455078343992e-11,3.7378441840564055e-11,4.382778862055403e-15,8.0629947163402e-15
3.02,1,0.6,-0.4,0.032245143245610605,-0.02149676211135245,0.8149018651760956,-0.5432679100090935,0.032224153021125565,-0.021452421881802578,0.8143713985278341,-0.542147340143961
3.04,1,0.6,-0.4,0.06428511903747385,-0.04285674597087947,0.601357708135964,-0.4009051387437207,0.06424444639222132,-0.042770832343045795,0.6009892912712231,-0.40012696889717586
3.06,1,0.6,-0.4,0.0938205506291792,-0.06254703369704259,0.6448036317717729,-0.4298690878046897,0.09376288581301716,-0.06242523317316348,0.6444331159769591,-0.42908657256787897
3.08,1,0.6,-0.4,0.12228628885665105,-0.08152419251369708,0.5471787228784069,-0.3647858152375422,0.12221332662046057,-0.08137008825165806,0.546885094175256,-0.3641657577595864
3.1,1,0.6,-0.4,0.14869951293288833,-0.09913300856299462,0.5665964332744834,-0.37773095547436253,0.14861337625419263,-0.09895108741200818,0.5663146125492188,-0.37713591435971133
3.12,1,0.6,-0.4,0.17358995250431386,-0.11572663494238358,0.5421991813267611,-0.3614661208495356,0.17349235042157074,-0.1155205089572984,0.5419498423335191,-0.3609397382058882
3.14,1,0.6,-0.4,0.19756960867675108,-0.131713072389148,0.4609630442435995,-0.30730869615052886,0.1974618709683696,-0.13148555237657125,0.4607685623250799,-0.3068981900198995
3.16,1,0.6,-0.4,0.22019388659909045,-0.14679592433592556,0.4358019152550156,-0.290534610155991,0.220077462840423,-0.14655007349932256,0.43563490869699006,-0.2901821650266547
3.18,1,0.6,-0.4,0.2411939297795763,-0.16079595312157702,0.45044796465299036,-0.30029864306630805,0.24147551815293794,-0.16080477663887968,0.4052637421077275,-0.2699746048005837
3.2,1,0.6,-0.4,0.26104389792263255,-0.1740292652156367,0.42431441894759125,-0.2828762792673105,0.2612295401142571,-0.17396539107125847,0.4311992384792744,-0.2872759608361487
3.22,1,0.6,-0.4,0.27939449569320957,-0.18626299706146224,0.44542093250953485,-0.2969472882867121,0.2795604806356539,-0.18617891695126035,0.44462662366587574,-0.2962465081111664
3.24,1,0.6,-0.4,0.29714336446104783,-0.19809557623879234,0.3777791401134742,-0.2518527600508774,0.29728852324980065,-0.19799170108865086,0.3773461928641193,-0.2514391870096612
3.2600000000000002,1,0.6,-0.4,0.3138973897503578,-0.20926492643052189,0.35822710220033993,-0.2388180681064667,0.31402360408969127,-0.20914376615281513,0.35782226012538354,-0.23844939099318455
3.2800000000000002,1,0.6,-0.4,0.32998594514910584,-0.2199906300285506,0.3093696968561292,-0.20624646456449777,0.33009457970400485,-0.21985416847775924,0.3090318888967716,-0.20595272778372675
3.3000000000000003,1,0.6,-0.4,0.34487350210400175,-0.22991566799742988,0.3248930207550793,-0.21659534714532924,0.3449664458066427,-0.2297662658940632,0.32455083240710714,-0.21631344075414702
3.3200000000000003,1,0.6,-0.4,0.3592208981622343,-0.23948059870189503,0.2757926597002981,-0.1838617731291351,0.35929926475972457,-0.2393198759981302,0.2755126650354891,-0.1836446143091465
3.34,1,0.6,-0.4,0.3729919549141991,-0.24866130320226626,0.23467122722895972,-0.15644748482593324,0.37282242182648867,-0.24833456083856595,0.2604911787181634,-0.17364654471309454
3.36,1,0.6,-0.4,0.3857507198437696,-0.25716714648777184,0.24621323791087535,-0.16414215859975087,0.38537521507630973,-0.2567030921932022,0.26925601677475597,-0.17950460882519437
3.38,1,0.6,-0.4,0.397795731737496,-0.2651971544160832,0.2320038577159787,-0.15466923847258843,0.3974692819449401,-0.2647664724964736,0.22827990128758913,-0.15219970932908286
3.4,1,0.6,-0.4,0.4091635280826592,-0.2727756853120716,0.21896620430269154,-0.14597746953096524,0.4088474734126154,-0.2723532047311043,0.21923594719975728,-0.14618201174163428
3.42,1,0.6,-0.4,0.41989223482911014,-0.2799281564756352,0.20665598058732582,-0.1377706537213164,0.419586947303258,-0.27951465583067076,0.20686249407833485,-0.13794324935561758
3.44,1,0.6,-0.4,0.4300177804011757,-0.2866785201896569,0.19503791220546393,-0.1300252748006245,0.4297230398740607,-0.2862743196349988,0.19524122255599363,-0.13020471681182863
3.46,1,0.6,-0.4,0.439416347880196,-0.29294423184172563,0.20159814459746983,-0.13439876304894874,0.439131761111485,-0.2925494320982186,0.2018162228789309,-0.1346010041836436
3.48,1,0.6,-0.4,0.44808004020810727,-0.2987200267263997,0.21436420843682602,-0.1429094722655648,0.447805144684977,-0.29833459247781574,0.2146041662154715,-0.14314155786117094
3.5,1,0.6,-0.4,0.45649134044537265,-0.30432756021735047,0.17890730529597898,-0.11927153685412652,0.45622616565287233,-0.3039518769100009,0.1791143597950831,-0.1194795625777906
3.52,1,0.6,-0.4,0.4642604589727965,-0.3095069725684768,0.188610265819177,-0.1257401771887045,0.4640045598032861,-0.309140922792312,0.18883573219926014,-0.1259746466818831
3.54,1,0.6,-0.4,0.47177506999135654,-0.31451671324703595,0.15994518119486478,-0.10663012078804995,0.47152842329329914,-0.31416057392012325,0.16014237314558255,-0.10684160316155136
3.56,1,0.6,-0.4,0.4788684712865187,-0.3192456474433815,0.15166797576094368,-0.10111198383081398,0.4786308298570939,-0.31889943590227715,0.15186074539802008,-0.10132472592476728
3.58,1,0.6,-0.4,0.4856801229169763,-0.3237867485299348,0.1309824617935415,-0.08732164119676905,0.48545139024030937,-0.3234506216053252,0.13115386854736102,-0.08751576850060011
3.6,1,0.6,-0.4,0.4921070892451402,-0.3280713927483361,0.1237993229774571,-0.08253288198510231,0.4918870121362173,-0.32774530830528664,0.12396613890595837,-0.08272651124059285
3.62,1,0.6,-0.4,0.4980559246631993,-0.332037283026698,0.12981857755293968,-0.08654571836090479,0.4978440903798765,-0.3317209817383749,0.12999855130564686,-0.08675941089499954
3.64,1,0.6,-0.4,0.5038046750776481,-0.3358697833026916,0.10844829947216264,-0.0722988663157165,0.5036010247850791,-0.33556339689230813,0.10860285010600938,-0.07248624969741212
3.66,1,0.6,-0.4,0.5091229070188911,-0.3394152712632515,0.11414826179778953,-0.07609884119095482,0.5090167155913653,-0.33917835719201517,0.10435089925035526,-0.06965407267188119
3.68,1,0.6,-0.4,0.5142332942411447,-0.3428221960778166,0.09826217782984525,-0.06550811855533012,0.5141284026120332,-0.3425906818697456,0.09846070596920511,-0.06572789245537762
3.7,1,0.6,-0.4,0.519066971206705,-0.34604464738796864,0.0915512166055445,-0.06103414440405899,0.5189648677576993,-0.3458195513214861,0.09159926591348092,-0.061152709375860745
3.72,1,0.6,-0.4,0.5235415036563749,-0.34902766902088134,0.09602776329572021,-0.06401850885805246,0.5234421174838197,-0.34880885638449177,0.09608636568200339,-0.06415373748362203
3.74,1,0.6,-0.4,0.527841073449163,-0.35189404888253795,0.08267200604746396,-0.055114670700715254,0.5277444642000135,-0.35168162204938125,0.08272546101752395,-0.0552375873171116
3.7600000000000002,1,0.6,-0.4,0.5319681145740884,-0.35464540963231983,0.07032819307307761,-0.04688546205490605,0.5318140124420845,-0.35439917068503,0.07707850201432259,-0.051471363452794
3.7800000000000002,1,0.6,-0.4,0.5357179925752001,-0.3571453282995767,0.08198608947381097,-0.054657392978159275,0.5355709257876795,-0.3569081603641113,0.0820074404372711,-0.05476733617481782
3.8000000000000003,1,0.6,-0.4,0.5393429658912056,-0.3595619771767801,0.06837968477546247,-0.045586456519018756,0.5392017902140589,-0.35933316894766476,0.06849456607379578,-0.04574680494067042
3.8200000000000003,1,0.6,-0.4,0.5426964352813557,-0.36179762343676775,0.07197757257602057,-0.04798504838045242,0.5425608688721396,-0.3615768438206021,0.07209794856221577,-0.048157499238717844
3.84,1,0.6,-0.4,0.5459746112466544,-0.3639830740801915,0.055764279604363226,-0.03717618640910665,0.5458446530260035,-0.3637704073040316,0.055859722297639205,-0.03731428072418416
3.86,1,0.6,-0.4,0.5489524465832808,-0.3659682976378508,0.0651080941116432,-0.04340539607153873,0.5488277008134971,-0.36576324922984355,0.0652221037595409,-0.04357205735206609
3.88,1,0.6,-0.4,0.551776805004176,-0.3678512032517004,0.06033506270011809,-0.0402233751317563,0.5516571103457847,-0.36765360668174313,0.0604430589638485,-0.04038275899482658
3.9,1,0.6,-0.4,0.554488558699874,-0.36965903904875635,0.05214558470067557,-0.03476372313645886,0.5543738179905386,-0.36946881680888854,0.05224088583173966,-0.03490561043537431
3.92,1,0.6,-0.4,0.5570471733405515,-0.371364782142481,0.049285256627553196,-0.032856837753854694,0.5569372065130836,-0.3711817278179013,0.04937724860655539,-0.03299498369140023
3.94,1,0.6,-0.4,0.5594619544608578,-0.37297463622263444,0.04651341182976435,-0.03100894122204509,0.5593565872107734,-0.3727985450103838,0.046602041976899676,-0.031143134507347424
3.96,1,0.6,-0.4,0.5616970794773729,-0.37446471956693417,0.0487760808029932,-0.03251738720103947,0.5615960566468464,-0.37429525676545305,0.04887092261466901,-0.03266211085107589
3.98,1,0.6,-0.4,0.563816281045157,-0.3758775206120922,0.04527413173834139,-0.030182754491589386,0.5637194579330896,-0.37571451223787283,0.04536392276270782,-0.030320791149050234
4.0,1,0.6,-0.4,0.5658180035856905,-0.37721200230575763,0.042794684790807315,-0.028529789859962323,0.565725224102599,-0.3770552521290709,0.04288119660882421,-0.028663716853098927
4.0200000000000005,1,0.6,-0.4,0.5677032149161725,-0.37846880985938774,0.04106876425940475,-0.02737917617291119,0.5676143161564284,-0.37831810618981065,0.04115333630728968,-0.02751096416917553
4.04,1,0.6,-0.4,0.569490095734033,-0.3796600637379505,0.038176734286540434,-0.02545115619078856,0.5694049433204129,-0.3795152344485781,0.03825683328808207,-0.025576785080700985
4.0600000000000005,1,0.6,-0.4,0.5712104129815684,-0.38080694190297104,0.0324757568214188,-0.021650504549761376,0.5711289333675742,-0.38066790713576754,0.032545138293019846,-0.02175999158288343
4.08,1,0.6,-0.4,0.572828870199475,-0.38188591338157407,0.031184485365324997,-0.020789656912307147,0.5727509094011833,-0.38175246367953686,0.03125230768126721,-0.02089731572792014
4.1,1,0.6,-0.4,0.5743564151922513,-0.38290427671009447,0.029423373519796334,-0.019615582348645473,0.5742818351047264,-0.3827762237031958,0.029488513420605322,-0.01971957717913367
4.12,1,0.6,-0.4,0.5757980814285723,-0.38386538753431526,0.027769327857926483,-0.018512885240709917,0.5757267482093005,-0.3837425461472788,0.02783188881948548,-0.018613313156936505
4.14,1,0.6,-0.4,0.5771586981103571,-0.38477246532218246,0.02620815191447473,-0.017472101278380184,0.5770904822898721,-0.38465465423923534,0.026268217919071774,-0.017569034336539117
4.16,1,0.6,-0.4,0.5784460080750329,-0.38563067196531853,0.024380712810985472,-0.016253808542396178,0.5783807917881881,-0.3855177255734631,0.02443755538237423,-0.016346012928220008
4.18,1,0.6,-0.4,0.5796343666681445,-0.386422911027408,0.025939980799594343,-0.017293320533365318,0.5795719659395122,-0.38631455341875365,0.026001458422727164,-0.01739352522104796
4.2,1,0.6,-0.4,0.580757642050504,-0.3871717612823292,0.024461383152915288,-0.01630758876931607,0.5807200138608363,-0.3870825950795774,0.022068263856136756,-0.014763647071908576
4.22,1,0.6,-0.4,0.5818222598753159,-0.38788150649889275,0.022745850950169552,-0.015163900633938548,0.5817823427957491,-0.38779335025743344,0.02318348512909802,-0.015511022284003945
4.24,1,0.6,-0.4,0.5828278725360068,-0.38855191493937763,0.02149887183386863,-0.014332581223077132,0.5827896188987154,-0.3884673270482993,0.021519222516365073,-0.014398737329581633
4.26,1,0.6,-0.4,0.5837778568295298,-0.3891852378017521,0.020309170969572056,-0.013539447313582623,0.5837567835144248,-0.38911451820451265,0.01859805655997237,-0.012445158748084946
4.28,1,0.6,-0.4,0.5846925537497956,-0.38979503574862495,0.017267087375160306,-0.011511391585192644,0.5846716265726353,-0.38972674866329426,0.017327370200727263,-0.011595841391221749
4.3,1,0.6,-0.4,0.5855365078767354,-0.3903576718332781,0.018423133442198134,-0.012282088962011124,0.5855161884132682,-0.39029199296682043,0.0184354418469884,-0.012338402992773041
4.32,1,0.6,-0.4,0.5863196411767994,-0.39087976070001584,0.018995247572078496,-0.012663498380725636,0.5862999079760022,-0.39081655971235785,0.019009531738745797,-0.01272368590859336
4.34,1,0.6,-0.4,0.5870914973105169,-0.3913943314558577,0.014508296330098161,-0.009672197555221154,0.5870723711622975,-0.39133363373253105,0.014519728862417529,-0.009719298054875107
4.36,1,0.6,-0.4,0.587829749110154,-0.3918864993223155,0.012584797411299163,-0.008389864943182111,0.5878112325743237,-0.39182825682923006,0.012595197878575541,-0.008431736616170608
4.38,1,0.6,-0.4,0.588513766649948,-0.39234251101554385,0.013199815184909189,-0.008799876791323541,0.5884958420950401,-0.3922866004573775,0.013211247596526997,-0.008844895487054246
4.4,1,0.6,-0.4,0.5891611230425644,-0.39277408194398844,0.012259774489846637,-0.008173182994587583,0.5891437839082786,-0.3927204312332797,0.012270878239956297,-0.008216016050923697
4.42,1,0.6,-0.4,0.5897587140024316,-0.3931724759172634,0.013044473132377943,-0.008696315422226056,0.5897419387051797,-0.3931209605477684,0.01305679008830142,-0.008742946069060039
4.44,1,0.6,-0.4,0.5903446111700519,-0.3935630740290427,0.009963744866082265,-0.006642496579510852,0.5903284110709777,-0.3935136992740139,0.009973534306599745,-0.006678915846290953
4.46,1,0.6,-0.4,0.590876807961206,-0.3939178718898433,0.011636124412002631,-0.007757416275203403,0.5908611514842176,-0.39387048597684243,0.011648018112830269,-0.007800917292460694
4.48,1,0.6,-0.4,0.591389865897169,-0.394259910513849,0.009861931437534228,-0.006574620959811926,0.5913747530915703,-0.39421448309599244,0.009872389529520423,-0.006612283096996805
4.5,1,0.6,-0.4,0.5918645957559964,-0.3945763970864308,0.010360152333016216,-0.006906768222664783,0.5918500045343503,-0.3945328207751116,0.010371542543573774,-0.006947181257464394
4.5200000000000005,1,0.6,-0.4,0.5923147067235413,-0.39487647106482493,0.009616055712922629,-0.006410703809290123,0.5923006271870513,-0.39483468588728515,0.00962700194814687,-0.006449000061982492
4.54,1,0.6,-0.4,0.5927480459696428,-0.39516536389559126,0.008180495313964427,-0.005453663543821678,0.5927344756998775,-0.3951253380767486,0.008190121055264461,-0.0054869013771657645
4.5600000000000005,1,0.6,-0.4,0.5931478720937796,-0.3954319146450452,0.00872801873744087,-0.0058186791589208454,0.5931347874015791,-0.39539354508440655,0.008738624859817315,-0.005854847505274992
4.58,1,0.6,-0.4,0.5935269832778435,-0.39568465543445086,0.008099156129461632,-0.0053994374202861635,0.5935143734536251,-0.39564788666077993,0.008109313403680152,-0.005433661961316085
4.6000000000000005,1,0.6,-0.4,0.5938850775579931,-0.39592338495457996,0.007655675059345023,-0.005103783373522738,0.5938729300285908,-0.39588815709976094,0.007665569787446265,-0.005136750425149491
4.62,1,0.6,-0.4,0.5942223288116528,-0.39614821912371373,0.007346917517052451,-0.00489794501207097,0.5942106296560749,-0.3961144697638605,0.007356690879847361,-0.004930165492913292
4.64,1,0.6,-0.4,0.5945481360151771,-0.39636542392609264,0.006146598076646699,-0.004097732052096964,0.5945368824575541,-0.3963331290035599,0.006155013838899513,-0.004125190464973873
4.66,1,0.6,-0.4,0.5948546216822295,-0.39656974770415565,0.005905433976948482,-0.003936955985588743,0.5948437993438025,-0.3965388462525149,0.0059137469081469995,-0.003963814306715772
4.68,1,0.6,-0.4,0.5951391176970997,-0.39675941171409684,0.006102344237052949,-0.004068229491880071,0.5951287067160542,-0.3967298270042848,0.006111176303197907,-0.0040964911881453125
4.7,1,0.6,-0.4,0.5954080327543897,-0.39693868841898333,0.005748350311765293,-0.0038322335417409464,0.595398020922902,-0.3969103699970865,0.005756891145472683,-0.0038593198223563097
4.72,1,0.6,-0.4,0.5956620661431248,-0.39710804401149935,0.005430858119091074,-0.0036205720799320825,0.5956524411329045,-0.39708094228336643,0.005439135858530279,-0.0036466001334290506
4.74,1,0.6,-0.4,0.5959020462327348,-0.39726803073793127,0.005130399958116219,-0.003420266639287786,0.5958927958658408,-0.3972420977435871,0.005138416876935253,-0.003445268351643851
4.76,1,0.6,-0.4,0.5961331122322643,-0.397422074737643,0.004361922121648508,-0.0029079480818862396,0.5961242314788998,-0.39739728570815985,0.004368905823489581,-0.0029295565011879503
4.78,1,0.6,-0.4,0.5963463075530592,-0.39756420495152966,0.004653956559973152,-0.0031026377071482775,0.5963377762084576,-0.3975404889947333,0.004661587298560761,-0.003126069326945962
4.8,1,0.6,-0.4,0.5965517782217198,-0.3977011853973265,0.00394963771637518,-0.002633091811706411,0.5965435914945356,-0.39767852013828836,0.003956265176603135,-0.0026532952156353134
4.82,1,0.6,-0.4,0.5967280185229642,-0.39781867893151107,0.005691460574630859,-0.003794307049171027,0.5967201342697809,-0.3977969293318327,0.005701233078239415,-0.003823886528574594
4.84,1,0.6,-0.4,0.5969094836493274,-0.3979396556824404,0.0038191724667945154,-0.00254611497852927,0.5969019172300686,-0.3979188622946867,0.0038258691545023232,-0.0025662553504883414
4.86,1,0.6,-0.4,0.5970804407408736,-0.3980536270768261,0.0036566845910409804,-0.0024377897278015682,0.5970731803559879,-0.39803374838103084,0.0036632358374677695,-0.0024573656929049448
4.88,1,0.6,-0.4,0.5972379532522953,-0.3981586354177935,0.0038974980907982917,-0.002598332060778672,0.597230980905862,-0.39813961221066524,0.003904628414566909,-0.002619506786656057
4.9,1,0.6,-0.4,0.59739035209847,-0.39826023464859567,0.0033111963320369975,-0.0022074642218843626,0.5973836641472413,-0.3982420511238778,0.003317378296292965,-0.0022257141444659238
4.92,1,0.6,-0.4,0.5975347337478945,-0.3983564890815649,0.0030849897564700357,-0.002056659838062788,0.5975283207535433,-0.39833911264426536,0.003090869443278778,-0.002073914672070472
4.94,1,0.6,-0.4,0.5976733640997367,-0.39844890931614546,0.002665778590785678,-0.0017771857277774257,0.597669624326549,-0.3984339321137487,0.002403864166297884,-0.0016130765848901135
4.96,1,0.6,-0.4,0.5978044896946815,-0.398536326379461,0.0024835503310544557,-0.001655700221217261,0.5978005143278958,-0.39852177114507653,0.002525923135295323,-0.0016951252827826346
4.98,1,0.6,-0.4,0.59792791510223,-0.39861860998451143,0.0023780426313219707,-0.0015853617547142863,0.5979243944557182,-0.39860491279005517,0.0023460696404149772,-0.0015745597400117477
5.0,1,0.6,-0.4,0.5980424838833391,-0.39869498917193485,0.002457466625171441,-0.0016383110837866026,0.5980387557892022,-0.3986816723294626,0.002496330309572109,-0.0016755440726631075
5.0200000000000005,1,0.6,-0.4,0.5981507781265041,-0.3987671853340613,0.0023149064751356863,-0.0015432709837810438,0.5981471952291195,-0.3987544629726801,0.0023166575745287576,-0.0015550757526592
5.04,1,0.6,-0.4,0.5982547663080294,-0.3988365107884275,0.0019996159150143036,-0.0013330772771597051,0.5982513162916469,-0.39882436059477383,0.002002192434296189,-0.001344096106183846
5.0600000000000005,1,0.6,-0.4,0.5983512620354208,-0.3989008412733707,0.00206993021245902,-0.0013799534752709074,0.5983458665834842,-0.3988878384936253,0.002302957352468736,-0.0015461331286723834
5.08,1,0.6,-0.4,0.598443977119096,-0.39896265132916914,0.0017827370170693455,-0.0011884913451477453,0.5984391347010505,-0.3989504605697049,0.001752870039283455,-0.0011769159109628717
5.1000000000000005,1,0.6,-0.4,0.5985281656451238,-0.3990187770132018,0.002050577792171014,-0.0013670518616128741,0.5985214620791838,-0.399005741405594,0.0022853481947377394,-0.0015345604539557783
5.12,1,0.6,-0.4,0.5986093717114124,-0.39907291439074066,0.0017649030294920875,-0.0011766020200119388,0.5986015934674866,-0.39905955185280856,0.0019263250079193661,-0.0012935855438440634
5.14,1,0.6,-0.4,0.5986860714682589,-0.3991240475619846,0.001670404817107951,-0.0011136032117096493,0.5986789546893903,-0.39911150620570446,0.0016471841820561786,-0.0011062218978673231
5.16,1,0.6,-0.4,0.598758766943115,-0.39917251121190145,0.0015531547384344951,-0.0010354364925683184,0.5987519869937117,-0.3991605573357424,0.0015615285574700488,-0.0010487821937165132
5.18,1,0.6,-0.4,0.598828565709846,-0.39921904372306777,0.001342190252113129,-0.0008947935017669748,0.5988221210199943,-0.3992076657241292,0.0013486209656386472,-0.0009058579068404529
5.2,1,0.6,-0.4,0.5988919461177308,-0.39926129732833615,0.001543751691254279,-0.0010291677943188183,0.5988858082086187,-0.3992504473582333,0.001551226773948984,-0.0010420340305987204
5.22,1,0.6,-0.4,0.5989544646911357,-0.3993029763772844,0.0011749648475555333,-0.0007833098986963355,0.5989486317571077,-0.39929265220159144,0.001180698368999547,-0.0007931955285361541
5.24,1,0.6,-0.4,0.5990121081217945,-0.3993414053310678,0.0012584179541590412,-0.0008389453030067887,0.5990065586618596,-0.39933157072278264,0.0012646073909862651,-0.0008496349539792551
5.26,1,0.6,-0.4,0.5990667657435178,-0.3993778437455605,0.001167677404396661,-0.0007784516031687384,0.5990614871712309,-0.3993684777348047,0.001173466311248303,-0.0007884662520034127
5.28,1,0.6,-0.4,0.5991192446775185,-0.3994128297015713,0.0010091411843083792,-0.0006727607898132891,0.5991142282307805,-0.3994039178698082,0.0010141824832400476,-0.0006814960106896056
5.3,1,0.6,-0.4,0.5991687599969553,-0.39944583991453897,0.0009537877332984404,-0.0006358584891295212,0.59916399282016,-0.39943736068785574,0.0009585899773098955,-0.0006441929729895362
5.32,1,0.6,-0.4,0.5992147204901812,-0.3994764802433657,0.0009858462562907927,-0.0006572308377162921,0.5992101864889277,-0.39946840633285874,0.000990849234997912,-0.0006659277335766163
5.34,1,0.6,-0.4,0.5992580307682245,-0.3995053537620699,0.0009434475151778726,-0.000628965010332173,0.5992537181748356,-0.39949766530637637,0.0009482712800746168,-0.0006373630889542747
5.36,1,0.6,-0.4,0.5992982045573837,-0.39953213628818446,0.000974503917915176,-0.00064966927875202,0.5992940988796913,-0.3995248085986977,0.0009795246479006661,-0.0006584236663399242
5.38,1,0.6,-0.4,0.5993378004008271,-0.3995585335171552,0.000744266618345292,-0.0004961777457865961,0.5993339001610881,-0.39955156453924573,0.0007481293366332076,-0.0005029227799235175
5.4,1,0.6,-0.4,0.5993743094230779,-0.39958287286533034,0.0007970293095896502,-0.000531352873231682,0.5993706000516774,-0.3995762376587105,0.0008011967269549031,-0.0005386406262662333
5.42,1,0.6,-0.4,0.5994095929437818,-0.3996063952124742,0.0006656035398701562,-0.000443735693437591,0.5994060693898626,-0.3996000854092809,0.0006691098897233655,-0.0004498763536617961
5.44,1,0.6,-0.4,0.5994421441352608,-0.39962809600680066,0.0007105853723090583,-0.00047372358170430333,0.5994387932976954,-0.3996220891022779,0.0007143562395815137,-0.0004803368537005751
5.46,1,0.6,-0.4,0.5994730089157262,-0.399648672527118,0.0006593806569068147,-0.0004395871047608753,0.5994698230320754,-0.39964295530774113,0.0006629056735507136,-0.00044577793212184635
5.48,1,0.6,-0.4,0.599502643416545,-0.39966842886100407,0.0005698552155419881,-0.0003799034771996921,0.5994996170626693,-0.3996629921861528,0.00057292331999996,-0.0003852991026728741
